abbreviation	lowbnd	uppbnd	obj_coef	equation	officialName	geneAssociation	subsystem
CRNCBCT	-1e3	1e3	0	crn_c + ctbtcoa_c <==> crncoa_c + ctbt_c	Crotonobetainyl-CoA: carnitine CoA transferase	b0038	Oxidative Phosphorylation
CRNCDH	-1e3	1e3	0	crncoa_c <==> h2o_c + ctbtcoa_c	Carnityl-CoA dehydratse	b0036	Oxidative Phosphorylation
CRNDCAL2	0	1e3	0	atp_c + coa_c + crn__D_c --> adp_c + pi_c + crnDcoa_c	D-Carnitine-CoA Ligase	b0037	Oxidative Phosphorylation
CRNDabcpp	0	1e3	0	atp_c + h2o_c + crn__D_p --> adp_c + h_c + pi_c + crn__D_c	D-carnitine transport via ABC system (periplasm)	b2677 and b2678 and b2679	Transport, Inner Membrane
CRNDt2rpp	-1e3	1e3	0	h_p + crn__D_p <==> h_c + crn__D_c	D-carnitine outward transport (H+ antiport)	b4111	Transport, Inner Membrane
CRNDtex	-1e3	1e3	0	crn__D_e <==> crn__D_p	D-carnitine transport via diffusion (extracellular to periplasm)	b1377 or b2215 or b0929 or b0241	Transport, Outer Membrane Porin
CRNabcpp	0	1e3	0	atp_c + h2o_c + crn_p --> adp_c + h_c + pi_c + crn_c	L-carnitine transport via ABC system (periplasm)	b2677 and b2678 and b2679	Transport, Inner Membrane
CRNt2rpp	-1e3	1e3	0	h_p + crn_p <==> h_c + crn_c	L-carnitine outward transport (H+ antiport)	b4111	Transport, Inner Membrane
CRNt7pp	0	1e3	0	gbbtn_c + crn_p --> crn_c + gbbtn_p	Carnitine/butyrobetaine antiporter (periplasm)	b0040	Transport, Inner Membrane
CRNt8pp	0	1e3	0	crn__D_c + crn_p --> crn_c + crn__D_p	L-carnitine/D-carnitine antiporter (periplasm)	b0040	Transport, Inner Membrane
CRNtex	-1e3	1e3	0	crn_e <==> crn_p	L-carnitine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
CS	0	1e3	0	h2o_c + accoa_c + oaa_c --> h_c + coa_c + cit_c	Citrate synthase	b0720	Citric Acid Cycle
CSND	0	1e3	0	h2o_c + h_c + csn_c --> nh4_c + ura_c	Cytosine deaminase	b0337	Nucleotide Salvage Pathway
CSNt2pp	0	1e3	0	h_p + csn_p --> h_c + csn_c	Cytosine transport in via proton symport (periplasm)	b0336	Transport, Inner Membrane
CSNtex	-1e3	1e3	0	csn_e <==> csn_p	Cytosine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
CTBTCAL2	0	1e3	0	atp_c + coa_c + ctbt_c --> adp_c + pi_c + ctbtcoa_c	Crotonobetaine-CoA Ligase	b0037	Oxidative Phosphorylation
CTBTabcpp	0	1e3	0	atp_c + h2o_c + ctbt_p --> adp_c + h_c + pi_c + ctbt_c	Crotonobetaine transport via ABC system (periplasm)	b2677 and b2678 and b2679	Transport, Inner Membrane
CTBTt2rpp	-1e3	1e3	0	h_p + ctbt_p <==> h_c + ctbt_c	Cronobetaine outward transport (H+ antiport)	b4111	Transport, Inner Membrane
CTECOAI6	-1e3	1e3	0	tdecoa_c <==> td2coa_c	3-cis-2-trans-enoyl-CoA isomerase	b3846	Membrane Lipid Metabolism
CTECOAI7	-1e3	1e3	0	hdcoa_c <==> hdd2coa_c	3-cis-2-trans-enoyl-CoA isomerase	b3846	Membrane Lipid Metabolism
CTECOAI8	-1e3	1e3	0	odecoa_c <==> od2coa_c	3-cis-2-trans-enoyl-CoA isomerase	b3846	Membrane Lipid Metabolism
CTPS2	0	1e3	0	atp_c + h2o_c + gln__L_c + utp_c --> adp_c + (2) h_c + pi_c + glu__L_c + ctp_c	CTP synthase (glutamine)	b2780	Purine and Pyrimidine Biosynthesis
CU1Opp	0	1e3	0	(4) h_p + o2_p + (4) cu_p --> (2) h2o_p + (4) cu2_p	Cuprous Oxidase (Cu+1)	b0123	Inorganic Ion Transport and Metabolism
CU1abcpp	0	1e3	0	atp_c + h2o_c + cu_c --> adp_c + h_c + pi_c + cu_p	Copper (Cu +1) ABC transporter (periplasm)	b0484	Inorganic Ion Transport and Metabolism
CU2abcpp	0	1e3	0	atp_c + h2o_c + cu2_c --> adp_c + h_c + pi_c + cu2_p	Copper (Cu+2) ABC transporter (periplasm)	b3469	Inorganic Ion Transport and Metabolism
CU2tex	-1e3	1e3	0	cu2_e <==> cu2_p	Copper (Cu+2) transport via diffusion (extracellular to periplasm)	b2215 or b0241 or b0929 or b1377	Transport, Outer Membrane Porin
CU2tpp	0	1e3	0	cu2_p --> cu2_c	Copper transport in via permease (no H+)	b3040	Inorganic Ion Transport and Metabolism
CUt3	0	1e3	0	h_e + cu_c --> h_c + cu_e	Copper transport out via proton antiport	b0572 and b0573 and b0574 and b0575	Transport, Outer Membrane
CUtex	-1e3	1e3	0	cu_e <==> cu_p	Copper (Cu+1) transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
CYANST	0	1e3	0	cyan_c + tsul_c --> h_c + so3_c + tcynt_c	Cyanide sulfurtransferase	b3425	Unassigned
CYANSTpp	0	1e3	0	cyan_p + tsul_p --> h_p + so3_p + tcynt_p	Cyanide sulfurtransferase (periplasmic)	b1308	Inorganic Ion Transport and Metabolism
CYANtex	-1e3	1e3	0	cyan_e <==> cyan_p	Cyanide transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
CYNTAH	0	1e3	0	(3) h_c + hco3_c + cynt_c --> nh4_c + (2) co2_c	Cyanate aminohydrolase	b0340	Nitrogen Metabolism
CYNTt2pp	0	1e3	0	h_p + cynt_p --> h_c + cynt_c	Cyanate transport via proton symport (periplasm)	b0341	Transport, Inner Membrane
CYNTtex	-1e3	1e3	0	cynt_e <==> cynt_p	Cyanate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
CYSDDS	0	1e3	0	h2o_c + cys__D_c --> nh4_c + pyr_c + h2s_c	D-cysteine desulfhydrase	b1919	Cysteine Metabolism
CYSDS	0	1e3	0	h2o_c + cys__L_c --> nh4_c + pyr_c + h2s_c	Cysteine Desulfhydrase	b3708 or b3008	Cysteine Metabolism
CYSDabcpp	0	1e3	0	atp_c + h2o_c + cys__D_p --> adp_c + h_c + pi_c + cys__D_c	D-cysteine uptake via ABC system (periplasm)		Transport, Inner Membrane
CYSDtex	-1e3	1e3	0	cys__D_e <==> cys__D_p	D-cysteine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
CYSS	0	1e3	0	acser_c + h2s_c --> h_c + ac_c + cys__L_c	Cysteine synthase	b2414 or b2421	Cysteine Metabolism
CYSSADS	0	1e3	0	(2) h_c + 3sala_c --> ala__L_c + so2_c	L-cysteine sulfinic acid desulfurase	b2810	Cysteine Metabolism
CYSTL	0	1e3	0	h2o_c + cyst__L_c --> nh4_c + pyr_c + hcys__L_c	Cystathionine b-lyase	b1622 or b3008	Methionine Metabolism
CYSTRS	0	1e3	0	atp_c + cys__L_c + trnacys_c --> amp_c + ppi_c + cystrna_c	Cysteinyl-tRNA synthetase	b0526	tRNA Charging
CYSabc2pp	0	1e3	0	atp_c + h2o_c + cys__L_c --> adp_c + h_c + pi_c + cys__L_p	L-cysteine export via ABC system (cytoplasm to periplasm)	b0886 and b0887	Transport, Inner Membrane
CYSabcpp	0	1e3	0	atp_c + h2o_c + cys__L_p --> adp_c + h_c + pi_c + cys__L_c	L-cysteine uptake via ABC system (periplasm)		Transport, Inner Membrane
CYStex	-1e3	1e3	0	cys__L_e <==> cys__L_p	L-cysteine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
CYStpp	0	1e3	0	cys__L_c --> cys__L_p	L-cysteine export via facilitated transport	b2578 or b1533	Transport, Inner Membrane
CYTBD2pp	0	1e3	0	(2) h_c + (0.5) o2_c + mql8_c --> h2o_c + (2) h_p + mqn8_c	Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)	b0978 and b0979	Oxidative Phosphorylation
CYTBDpp	0	1e3	0	(2) h_c + (0.5) o2_c + q8h2_c --> h2o_c + (2) h_p + q8_c	Cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm)	(b0978 and b0979) or (b0733 and b0734)	Oxidative Phosphorylation
CYTBO3_4pp	0	1e3	0	(4) h_c + (0.5) o2_c + q8h2_c --> h2o_c + (4) h_p + q8_c	Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)	b0429 and b0430 and b0431 and b0432	Oxidative Phosphorylation
CYTD	0	1e3	0	h2o_c + h_c + cytd_c --> nh4_c + uri_c	Cytidine deaminase	b2143	Nucleotide Salvage Pathway
CYTDH	0	1e3	0	h2o_c + cytd_c --> rib__D_c + csn_c	Cytidine hydrolase	b2162 or b0651 or b0030	Alternate Carbon Metabolism
CYTDK2	0	1e3	0	gtp_c + cytd_c --> h_c + gdp_c + cmp_c	Cytidine kinase (GTP)	b2066	Nucleotide Salvage Pathway
CYTDt2pp_copy1	0	1e3	0	h_p + cytd_p --> h_c + cytd_c	Cytidine transport in via proton symport (periplasm)	b2393 or b2964	Transport, Inner Membrane
CYTDt2pp_copy2	-1e3	1e3	0	h_p + cytd_p <==> h_c + cytd_c	Cytidine transport in via proton symport (periplasm)	b2406	Transport, Inner Membrane
CYTDtex	-1e3	1e3	0	cytd_e <==> cytd_p	Cytidine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
CYTK1	-1e3	1e3	0	atp_c + cmp_c <==> adp_c + cdp_c	Cytidylate kinase (CMP)	b0910	Nucleotide Salvage Pathway
CYTK2	-1e3	1e3	0	atp_c + dcmp_c <==> adp_c + dcdp_c	Cytidylate kinase (dCMP)	b0910	Nucleotide Salvage Pathway
DAAD	0	1e3	0	h2o_c + ala__D_c + fad_c --> nh4_c + pyr_c + fadh2_c	D-Amino acid dehydrogenase	b1189	Alanine and Aspartate Metabolism
DADA	0	1e3	0	h2o_c + h_c + dad_2_c --> nh4_c + din_c	Deoxyadenosine deaminase	b1623	Nucleotide Salvage Pathway
DADK	-1e3	1e3	0	atp_c + damp_c <==> adp_c + dadp_c	Deoxyadenylate kinase	b0474	Nucleotide Salvage Pathway
DADNt2pp	0	1e3	0	h_p + dad_2_p --> h_c + dad_2_c	Deoxyadenosine transport in via proton symport (periplasm)	b2964 or b2393	Transport, Inner Membrane
DADNtex	-1e3	1e3	0	dad_2_e <==> dad_2_p	Deoxyadenosine transport via diffusion (extracellular to periplasm)	b0411	Transport, Outer Membrane
DAGK120	0	1e3	0	12dgr120_c + atp_c --> adp_c + h_c + pa120_c	Diacylglycerol kinase (n-C12:0)	b4042	Glycerophospholipid Metabolism
DAGK140	0	1e3	0	12dgr140_c + atp_c --> adp_c + h_c + pa140_c	Diacylglycerol kinase (n-C14:0)	b4042	Glycerophospholipid Metabolism
DAGK141	0	1e3	0	12dgr141_c + atp_c --> adp_c + h_c + pa141_c	Diacylglycerol kinase (n-C14:1)	b4042	Glycerophospholipid Metabolism
DAGK160	0	1e3	0	12dgr160_c + atp_c --> adp_c + h_c + pa160_c	Diacylglycerol kinase (n-C16:0)	b4042	Glycerophospholipid Metabolism
DAGK161	0	1e3	0	12dgr161_c + atp_c --> adp_c + h_c + pa161_c	Diacylglycerol kinase (n-C16:1)	b4042	Glycerophospholipid Metabolism
DAGK180	0	1e3	0	12dgr180_c + atp_c --> adp_c + h_c + pa180_c	Diacylglycerol kinase (n-C18:0)	b4042	Glycerophospholipid Metabolism
DAGK181	0	1e3	0	12dgr181_c + atp_c --> adp_c + h_c + pa181_c	Diacylglycerol kinase (n-C18:1)	b4042	Glycerophospholipid Metabolism
DALAt2pp	0	1e3	0	h_p + ala__D_p --> h_c + ala__D_c	D-alanine transport in via proton symport (periplasm)	b4208	Transport, Inner Membrane
DALAtex	-1e3	1e3	0	ala__D_e <==> ala__D_p	D-Alanine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
DAMPtex	-1e3	1e3	0	damp_e <==> damp_p	DAMP transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
DAPAL	0	1e3	0	h2o_c + 23dappa_c --> (2) nh4_c + pyr_c	2,3-diaminopropionate amonnia lyase	b2871	Alternate Carbon Metabolism
DAPDC	0	1e3	0	h_c + 26dap__M_c --> co2_c + lys__L_c	Diaminopimelate decarboxylase	b2838	Threonine and Lysine Metabolism
DAPE	-1e3	1e3	0	26dap_LL_c <==> 26dap__M_c	Diaminopimelate epimerase	b3809	Threonine and Lysine Metabolism
DAPabcpp	0	1e3	0	atp_c + h2o_c + 26dap__M_p --> adp_c + h_c + pi_c + 26dap__M_c	M-diaminopimelic acid ABC transport (periplasm)		Transport, Inner Membrane
DAPtex	-1e3	1e3	0	15dap_e <==> 15dap_p	1,5-Diaminopentane transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
DASYN120	0	1e3	0	h_c + pa120_c + ctp_c --> ppi_c + cdpdddecg_c	CDP-diacylglycerol synthetase (n-C12:0)	b0175	Glycerophospholipid Metabolism
DASYN140	0	1e3	0	h_c + pa140_c + ctp_c --> ppi_c + cdpdtdecg_c	CDP-diacylglycerol synthetase (n-C14:0)	b0175	Glycerophospholipid Metabolism
DASYN141	0	1e3	0	h_c + pa141_c + ctp_c --> ppi_c + cdpdtdec7eg_c	CDP-diacylglycerol synthetase (n-C14:1)	b0175	Glycerophospholipid Metabolism
DASYN160	0	1e3	0	h_c + pa160_c + ctp_c --> ppi_c + cdpdhdecg_c	CDP-diacylglycerol synthetase (n-C16:0)	b0175	Glycerophospholipid Metabolism
DASYN161	0	1e3	0	h_c + pa161_c + ctp_c --> ppi_c + cdpdhdec9eg_c	CDP-diacylglycerol synthetase (n-C16:1)	b0175	Glycerophospholipid Metabolism
DASYN180	0	1e3	0	h_c + pa180_c + ctp_c --> ppi_c + cdpdodecg_c	CDP-diacylglycerol synthetase (n-C18:0)	b0175	Glycerophospholipid Metabolism
DASYN181	0	1e3	0	h_c + pa181_c + ctp_c --> ppi_c + cdpdodec11eg_c	CDP-diacylglycerol synthetase (n-C18:1)	b0175	Glycerophospholipid Metabolism
DATPHs	0	1e3	0	h2o_c + h_c + datp_c --> nh4_c + ditp_c	DATP amine hydrolysis (spontaneous)	s0001	Nucleotide Salvage Pathway
DB4PS	0	1e3	0	ru5p__D_c --> h_c + for_c + db4p_c	3,4-Dihydroxy-2-butanone-4-phosphate synthase	b3041	Cofactor and Prosthetic Group Biosynthesis
DBTS	0	1e3	0	atp_c + co2_c + dann_c --> adp_c + (3) h_c + pi_c + dtbt_c	Dethiobiotin synthase	b0778	Cofactor and Prosthetic Group Biosynthesis
DC6PH	0	1e3	0	h2o_c + chtbs6p_c --> acgam6p_c + acgam_c	Diacetylchitobiose-6-phosphate hydrolase	b1734	Alternate Carbon Metabolism
DCAtex	-1e3	1e3	0	dca_e <==> dca_p	Decanoate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
DCMPtex	-1e3	1e3	0	dcmp_e <==> dcmp_p	DCMP transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
DCTPD	0	1e3	0	h2o_c + h_c + dctp_c --> nh4_c + dutp_c	DCTP deaminase	b2065	Nucleotide Salvage Pathway
DCYTD	0	1e3	0	h2o_c + h_c + dcyt_c --> nh4_c + duri_c	Deoxycytidine deaminase	b2143	Nucleotide Salvage Pathway
DCYTt2pp	0	1e3	0	h_p + dcyt_p --> h_c + dcyt_c	Deoxycytidine transport in via proton symport (periplasm)	b2393 or b2964	Transport, Inner Membrane
DCYTtex	-1e3	1e3	0	dcyt_e <==> dcyt_p	Deoxycytidine transport via diffusion (extracellular to periplasm)	b0411	Transport, Outer Membrane
DDCAtexi	0	1e3	0	ddca_e --> ddca_p	Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm)	b2344	Transport, Outer Membrane
DDGALK	0	1e3	0	atp_c + 2dh3dgal_c --> adp_c + h_c + 2dh3dgal6p_c	2-dehydro-3-deoxygalactonokinase	b3693	Alternate Carbon Metabolism
DDGLCNt2rpp	-1e3	1e3	0	h_p + 2ddglcn_p <==> h_c + 2ddglcn_c	2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)	b3909	Transport, Inner Membrane
DDGLCNtex	-1e3	1e3	0	2ddglcn_e <==> 2ddglcn_p	2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm)	b0929 or b1377 or b2215 or b0241	Transport, Outer Membrane Porin
DDGLK	0	1e3	0	atp_c + 2ddglcn_c --> adp_c + h_c + 2ddg6p_c	2-dehydro-3-deoxygluconokinase	b3526	Alternate Carbon Metabolism
DDPA	0	1e3	0	h2o_c + pep_c + e4p_c --> pi_c + 2dda7p_c	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	b2601 or b0754 or b1704	Tyrosine, Tryptophan, and Phenylalanine Metabolism
DDPGALA	-1e3	1e3	0	2dh3dgal6p_c <==> pyr_c + g3p_c	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	b4477	Alternate Carbon Metabolism
DGK1	-1e3	1e3	0	atp_c + dgmp_c <==> adp_c + dgdp_c	Deoxyguanylate kinase (dGMP:ATP)	b3648	Nucleotide Salvage Pathway
DGMPtex	-1e3	1e3	0	dgmp_e <==> dgmp_p	DGMP transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
DGSNt2pp	0	1e3	0	h_p + dgsn_p --> h_c + dgsn_c	Deoxyguanosine transport in via proton symport (periplasm)	b2964	Transport, Inner Membrane
DGSNtex	-1e3	1e3	0	dgsn_e <==> dgsn_p	Deoxyguanosine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
DHACOAH	-1e3	1e3	0	h2o_c + 23dhacoa_c <==> 3hadpcoa_c	2,3-dehydroadipyl-CoA hydratase	b1393	Alternate Carbon Metabolism
DHAD1	0	1e3	0	23dhmb_c --> h2o_c + 3mob_c	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	b3771	Valine, Leucine, and Isoleucine Metabolism
DHAD2	0	1e3	0	23dhmp_c --> h2o_c + 3mop_c	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	b3771	Valine, Leucine, and Isoleucine Metabolism
DHAPT	0	1e3	0	pep_c + dha_c --> pyr_c + dhap_c	Dihydroxyacetone phosphotransferase	b1200 and b1199 and b1198 and b2415 and b2416	Alternate Carbon Metabolism
DHAtex	-1e3	1e3	0	dha_e <==> dha_p	Dihydroxyacetone transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
DHAtpp	-1e3	1e3	0	dha_p <==> dha_c	Dihydroxyacetone transport via facilitated diffusion (periplasm)		Transport, Inner Membrane
DHBD	-1e3	1e3	0	nad_c + 23ddhb_c <==> h_c + nadh_c + 23dhb_c	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	b0596	Cofactor and Prosthetic Group Biosynthesis
DHBS	0	1e3	0	atp_c + h_c + 23dhb_c --> ppi_c + 23dhba_c	2,3-dihydroxybenzoate adenylate synthase	b0594	Cofactor and Prosthetic Group Biosynthesis
DHBSH	0	1e3	0	h2o_c + 23dhbzs_c --> ser__L_c + 23dhb_c	2,3-dihydroxybenzoylserine hydrolase		Cofactor and Prosthetic Group Biosynthesis
DHCIND	0	1e3	0	nad_c + cenchddd_c --> h_c + nadh_c + dhcinnm_c	2,3-dihydroxycinnamate dehydrogenase	b2541	Alternate Carbon Metabolism
DHCINDO	0	1e3	0	dhcinnm_c + o2_c --> h_c + hkntd_c	2,3-dihydroxycinnamate 1,2-dioxygenase	b0348	Alternate Carbon Metabolism
DHDPRy	0	1e3	0	h_c + nadph_c + 23dhdp_c --> nadp_c + thdp_c	Dihydrodipicolinate reductase (NADPH)	b0031	Threonine and Lysine Metabolism
DHDPS	0	1e3	0	pyr_c + aspsa_c --> (2) h2o_c + h_c + 23dhdp_c	Dihydrodipicolinate synthase	b2478	Threonine and Lysine Metabolism
DHFR	-1e3	1e3	0	h_c + nadph_c + dhf_c <==> nadp_c + thf_c	Dihydrofolate reductase	b1606 or b0048	Cofactor and Prosthetic Group Biosynthesis
DHFS	0	1e3	0	atp_c + glu__L_c + dhpt_c --> adp_c + h_c + pi_c + dhf_c	Dihydrofolate synthase	b2315	Cofactor and Prosthetic Group Biosynthesis
DHMPTR	0	1e3	0	h_c + nadph_c + dhmpt_c --> nadp_c + thmnp_c	Dihydromonapterin reductase	b1606	Cofactor and Prosthetic Group Biosynthesis
DHNAOT4	0	1e3	0	h_c + dhna_c + octdp_c --> ppi_c + co2_c + 2dmmql8_c	1,4-dihydroxy-2-naphthoate octaprenyltransferase	b3930	Cofactor and Prosthetic Group Biosynthesis
DHNCOAS	0	1e3	0	h_c + sbzcoa_c --> h2o_c + 14dhncoa_c	1,4-dihydroxy-2-napthoyl-CoA synthase	b2262	Cofactor and Prosthetic Group Biosynthesis
DHNCOAT	0	1e3	0	h2o_c + 14dhncoa_c --> h_c + coa_c + dhna_c	1,4-dihydroxy-2-napthoyl-CoA thioesterase	b0736	Cofactor and Prosthetic Group Biosynthesis
DHNPA2r	-1e3	1e3	0	dhnpt_c <==> 6hmhpt_c + gcald_c	Dihydroneopterin aldolase reversible	b3058	Cofactor and Prosthetic Group Biosynthesis
DHNPTE	-1e3	1e3	0	dhnpt_c <==> dhmpt_c	Dihydroneopterin epimerase	b3058	Cofactor and Prosthetic Group Biosynthesis
DHORD2	0	1e3	0	q8_c + dhor__S_c --> q8h2_c + orot_c	Dihydoorotic acid dehydrogenase (quinone8)	b0945	Purine and Pyrimidine Biosynthesis
DHORD5	0	1e3	0	mqn8_c + dhor__S_c --> mql8_c + orot_c	Dihydroorotic acid (menaquinone-8)	b0945	Purine and Pyrimidine Biosynthesis
DHORDfum	0	1e3	0	fum_c + dhor__S_c --> succ_c + orot_c	Fumarate dependent DHORD		Purine and Pyrimidine Biosynthesis
DHORTS	-1e3	1e3	0	h2o_c + dhor__S_c <==> h_c + cbasp_c	Dihydroorotase	b1062	Purine and Pyrimidine Biosynthesis
DHPPD	0	1e3	0	nad_c + cechddd_c --> h_c + nadh_c + dhpppn_c	2,3-dihydroxyphenylpropionate dehydrogenase	b2541	Alternate Carbon Metabolism
DHPPDA2	0	1e3	0	h2o_c + h_c + 25drapp_c --> nh4_c + 5apru_c	Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)	b0414	Cofactor and Prosthetic Group Biosynthesis
DHPS2	0	1e3	0	4abz_c + 6hmhptpp_c --> ppi_c + dhpt_c	Dihydropteroate synthase	b3177	Cofactor and Prosthetic Group Biosynthesis
DHPTDCs2	0	1e3	0	dhptd_c --> mdhdhf_c	4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)	s0001	Methionine Metabolism
DHPTDNR	0	0	0	(3) h_c + nadph_c + dhptdn_c --> nadp_c + thptdn_c	Dihydropteridine reductase	b0578	Alternate Carbon Metabolism
DHPTDNRN	0	0	0	(3) h_c + nadh_c + dhptdn_c --> nad_c + thptdn_c	Dihydropteridine reductase (NADH)	b0578	Alternate Carbon Metabolism
DHPTPE	-1e3	1e3	0	ahdt_c <==> dhmptp_c	Dihydroneopterin triphosphate 2'-epimerase	b2303	Cofactor and Prosthetic Group Biosynthesis
DHQS	0	1e3	0	2dda7p_c --> pi_c + 3dhq_c	3-dehydroquinate synthase	b3389	Tyrosine, Tryptophan, and Phenylalanine Metabolism
DHQTi	0	1e3	0	3dhq_c --> h2o_c + 3dhsk_c	3-dehydroquinate dehydratase, irreversible	b1693	Tyrosine, Tryptophan, and Phenylalanine Metabolism
DIMPtex	-1e3	1e3	0	dimp_e <==> dimp_p	DIMP transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
DINSt2pp	0	1e3	0	h_p + din_p --> h_c + din_c	Deoxyinosine transport in via proton symport (periplasm)	b2964	Transport, Inner Membrane
DINStex	-1e3	1e3	0	din_e <==> din_p	Deoxyinosine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
DKGLCNR1	0	1e3	0	h_c + nadph_c + 25dkglcn_c --> 2dhguln_c + nadp_c	2,5-diketo-D-gluconate reductase	b0207 or b3012	Alternate Carbon Metabolism
DKGLCNR2x	0	1e3	0	h_c + nadh_c + 25dkglcn_c --> nad_c + 5dglcn_c	2,5-diketo-D-gluconate reductase (NADH)	b3553	Alternate Carbon Metabolism
DKGLCNR2y	0	1e3	0	h_c + nadph_c + 25dkglcn_c --> nadp_c + 5dglcn_c	2,5-diketo-D-gluconate reductase (NADPH)	b3553	Alternate Carbon Metabolism
DMATT	0	1e3	0	dmpp_c + ipdp_c --> ppi_c + grdp_c	Dimethylallyltranstransferase	b0421	Cofactor and Prosthetic Group Biosynthesis
DMPPS	0	1e3	0	h_c + nadh_c + h2mb4p_c --> h2o_c + nad_c + dmpp_c	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	b0029	Cofactor and Prosthetic Group Biosynthesis
DMQMT	0	1e3	0	amet_c + 2omhmbl_c --> h_c + ahcys_c + q8h2_c	3-Dimethylubiquinonol 3-methyltransferase	b2232	Cofactor and Prosthetic Group Biosynthesis
DMSOR1	0	1e3	0	mql8_c + dmso_c --> h2o_c + mqn8_c + dms_c	Dimethyl sulfoxide reductase (Menaquinol 8)	(b1587 and b1588 and b1589 and b1590) or (b0894 and b0895 and b0896)	Oxidative Phosphorylation
DMSOR1pp	0	1e3	0	mql8_c + dmso_p --> h2o_p + mqn8_c + dms_p	Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm)	b1872 and b1873	Oxidative Phosphorylation
DMSOR2	0	1e3	0	2dmmql8_c + dmso_c --> h2o_c + dms_c + 2dmmq8_c	Dimethyl sulfoxide reductase (Demethylmenaquinol 8)	b0894 and b0895 and b0896	Oxidative Phosphorylation
DMSOR2pp	0	1e3	0	2dmmql8_c + dmso_p --> h2o_p + dms_p + 2dmmq8_c	Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm)	b1872 and b1873	Oxidative Phosphorylation
DMSOtex	-1e3	1e3	0	dmso_e <==> dmso_p	Dimethyl sulfoxide transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
DMSOtpp	-1e3	1e3	0	dmso_p <==> dmso_c	Dimethyl sulfoxide transport via diffusion (periplasm)	s0001	Transport, Inner Membrane
DMStex	-1e3	1e3	0	dms_e <==> dms_p	Dimethyl sulfide transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
